번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
601,(악동 김블루의) 친절한 과학,악동 김블루 원작;조영선 글;이영아 그림,위즈덤하우스,2022,9.79117E+12,9.79117E+12,7,2,404,1,0,2023-03-21
602,세계 제일 별난 과학 사전,사마키 다케오 감수;토쿠나가 아키코 [외]일러스트;[학산문화사 편집부 옮김],학산문화사(단행본),2022,9.79113E+12,,7,,404,1,0,2023-03-21
603,생각의 탄생,고석규 글;남동완 그림,아울북,2022,9.78895E+12,,7,2,400,1,0,2023-03-21
604,생각의 탄생,예병일 글;박우희 그림,북이십일,2022,9.78895E+12,,7,1,408,1,0,2023-03-21
605,빨간 내복의 코딱지 히어로,서지원 글;이진아 그림,와이즈만BOOKs(와이즈만북스),2023,9.79119E+12,,7,1,404,1,0,2023-03-21
606,미스터리 수학 탐정단,데이비드 콜 글;시미씨 그림;김아림 옮김,아울북,2023,9.78895E+12,,7,5,410,1,0,2023-03-21
607,미스터리 수학 탐정단,데이비드 콜 글;시미씨 그림;김아림 옮김,북이십일,2022,9.78895E+12,9.78895E+12,7,4,410,1,0,2023-03-21
608,미스터리 수학 탐정단,데이비드 콜 글;시미씨 그림;김아림 옮김,북이십일,2022,9.78895E+12,9.78895E+12,7,3,410,1,0,2023-03-21
609,미스터리 수학 탐정단,데이비드 콜 글;시미씨 그림;김아림 옮김,북이십일,2022,9.78895E+12,9.78895E+12,7,2,410,1,0,2023-03-21
610,무한호텔,"김성화,권수진 [공]글;한성민 그림",만만한책방,2022,9.79119E+12,,7,6,410,1,0,2023-03-21
611,덕분에 발명!,크리스티안 도리언 글;고시아 헤르바 그림;박규리 옮김,책읽는곰,2022,9.79116E+12,,7,,507.5,1,0,2023-03-21
612,깜짝 놀랄 동물의 몸속 대탐험,바바라 테일러 지음;마고 카르펜티에 그림;김민식 옮김,타임주니어,2023,9.79119E+12,,7,,491,1,0,2023-03-21
613,과학탐험대 신기한 스쿨버스,서맨사 브룩 글;아트풀 두들러스 그림;이한음 옮김,비룡소,2023,9.78895E+12,,7,13,408,1,0,2023-03-21
614,과학탐험대 신기한 스쿨버스,서맨사 브룩 글;아트풀 두들러스 그림;이한음 옮김,비룡소,2023,9.78895E+12,,7,12,408,1,0,2023-03-21
615,과학탐험대 신기한 스쿨버스,"조애너 콜,저넷 레인 [공]글;브루스 디건;캐럴린 브래컨,로빈 커디 [공]그림;이한음 옮김",비룡소,2021,9.78895E+12,9.78895E+12,7,11,408,1,0,2023-03-21
616,과학 호기심 해결사 사물궁이,홍용훈 글;차현진 그림,서울문화사,2022,9.79117E+12,,7,3,404,1,0,2023-03-21
617,You Know? 생활의 기본,이아연 지음;이수정 그림,북네스트,2023,9.78899E+12,,7,,327.07,1,0,2023-03-21
618,(10대를 위한) 세계미래보고서 2035-2055,"박영숙,제롬 글렌 [공] 지음",교보문고(단행본),2023,9.79116E+12,,7,2,331.544,1,0,2023-03-21
619,(10대를 위한) 세계미래보고서 2035-2055,"박영숙,제롬 글렌 [공] 지음",교보문고(단행본),2023,9.79116E+12,,7,1,331.544,1,0,2023-03-21
620,(미래의 경제 독립자) 어린이 경제 9단,윤성애 지음,사람in,2022,9.78896E+12,,7,,320,1,0,2023-03-21
621,한 컷 초등 사회 사전,손주현 지음;나인완 그림,휴먼어린이,2022,9.78897E+12,,7,,304,1,0,2023-03-21
622,펭귄 나라 달리기 대회,이루다 글;김아나 그림,풀빛,2022,9.79116E+12,,7,6,372.42,1,0,2023-03-21
623,틀린 게 아냐! 다를 뿐이야,이향안 글;임산하 그림,푸른나무,2022,9.79119E+12,,7,,342.1,1,0,2023-03-21
624,토끼약국으로 오세요,김정은 글·그림,풀빛,2022,9.79116E+12,,7,5,372.42,1,0,2023-03-21
625,제과제빵사는 어때?,김지민 지음,토크쇼,2023,9.79119E+12,,7,16,321.55,1,0,2023-03-21
626,"위험할 때는 싫어요, 안 돼요, 안 가요!",기요나가 나호 글;이시즈카 와카메 그림;이홍희 옮김,을파소,2023,9.78895E+12,,7,,372.42,1,0,2023-03-21
627,우리는 모두 달라요,"메건 매디슨,제시카 랠리 [공]지음;이사벨 로하스 그림;노지양 옮김",토토북,2022,9.78896E+12,,7,,342.3,1,0,2023-03-21
628,왜 양보해야 돼요?,김정윤 글;젤리이모 그림,아주좋은날,2023,9.79119E+12,,7,5,199.4,1,0,2023-03-21
629,오늘은 용돈 버는 날,연유진 글;간장 그림,풀빛,2022,9.79116E+12,,7,,327.04,1,0,2023-03-21
630,어제보다 더 따뜻한 오늘을 만들어요,롤 커비 지음;야스 이마무라 그림;손성화 옮김,FIKAJUNIOR(피카주니어),2023,9.7912E+12,,7,,301.09,1,0,2023-03-21
631,어떻게 건너지?,김태경 글·그림,풀빛,2022,9.79116E+12,,7,4,372.42,1,0,2023-03-21
632,얍얍! 팩트로 혼내 주기,서지원 글;순순 그림,다림,2023,9.78896E+12,,7,,911,1,0,2023-03-21
633,약사는 어때?,허지웅 지음,토크쇼,2023,9.79119E+12,,7,13,321.55,1,0,2023-03-21
634,안녕! 초등 1학년이에요,예담 글ㆍ그림,미래와경영,2023,9.78896E+12,,7,,375.2,1,0,2023-03-21
635,아시아엔 다 있다!,조지욱 글;국형원 그림,사계절(사계절출판사),2022,9.79116E+12,,7,30,308,1,0,2023-03-21
636,아나운서는 어때?,윤지영 지음,토크쇼,2023,9.79119E+12,,7,18,321.55,1,0,2023-03-21
637,심술쟁이 감기 마녀,박지수 글·그림,풀빛,2022,9.79116E+12,,7,3,372.42,1,0,2023-03-21
638,운동선수,댄 그린 지음;김효영 옮김,비룡소,2023,9.78895E+12,,7,6,321.55,1,0,2023-03-21
639,우주 비행사,댄 그린 지음;김효영 옮김,비룡소,2022,9.78895E+12,,7,5,321.55,1,0,2023-03-21
640,요리사,댄 그린 지음;김효영 옮김,비룡소,2022,9.78895E+12,,7,4,321.55,1,0,2023-03-21
641,수의사,댄 그린 지음;김효영 옮김,비룡소,2022,9.78895E+12,,7,3,321.55,1,0,2023-03-21
642,소방관,댄 그린 지음;김효영 옮김,비룡소,2022,9.78895E+12,,7,2,321.55,1,0,2023-03-21
643,기관사,댄 그린 지음;김효영 옮김,비룡소,2022,9.78895E+12,,7,1,321.55,1,0,2023-03-21
644,슬기로운 유치원 생활,[로이북스 편집부 편];마리 그림,로이북스,2023,8.80932E+12,,,,375.1,1,0,2023-03-21
645,슬기로운 유치원 생활,[로이북스편집부 편];김효주 그림,로이북스,2022,8.80932E+12,,,,375.1,1,0,2023-03-21
646,소방관은 어때?,"김용환,이성숙 [공]지음",토크쇼,2022,9.79119E+12,,7,12,321.55,1,0,2023-03-21
647,세계경제 인문학,Team. StoryG 지음,oldstairs(올드스테어즈),2023,9.79119E+12,,7,,320,1,0,2023-03-21
648,"선생님, 노동법이 뭐예요?",이수정 글;홍윤표 그림,철수와영희,2023,9.79119E+12,,7,,336.05,1,0,2023-03-21
649,"빵빵! 꼬미야, 조심해!",김승미 글·그림,풀빛,2022,9.79116E+12,,7,2,372.42,1,0,2023-03-21
650,불이야! 불이야!,이주현 글·그림,풀빛,2017,9.79116E+12,,7,1,372.42,1,0,2023-03-21
651,법 따라 나이 따라,이순혁 글;송진욱 그림,사계절,2023,9.79117E+12,,7,31,308,1,0,2023-03-21
652,메타버스전문가는 어때?,안동욱 지음,토크쇼,2023,9.79119E+12,,7,15,321.55,1,0,2023-03-21
653,건축가는 어때?,김세종 지음,토크쇼,2023,9.79119E+12,,7,17,321.55,1,0,2023-03-21
654,가정의학과 의사는 어때?,명승권 지음,토크쇼,2023,9.79119E+12,,7,14,321.55,1,0,2023-03-21
655,(신통한 책방) 필로뮈토,서지원 글;최우빈 그림,아울북,2022,9.78895E+12,,7,5,219.2,1,0,2023-03-21
656,(신통한 책방) 필로뮈토,서지원 글;최우빈 그림,북이십일,2022,9.78895E+12,9.78895E+12,7,4,219.2,1,0,2023-03-21
657,몰랑이와 MBTI,하얀오리(윤혜지) 원작;한효재 글;우리 그림,대원키즈,2022,9.79117E+12,,7,,181.12,1,0,2023-03-21
658,필로니모,알리스 브리에르-아케 글;가즈코 매트 그림;박재연 옮김,노란상상,2022,9.79119E+12,,7,6,108,1,0,2023-03-21
659,필로니모,알리스 브리에르-아케 글;크실 그림;박재연 옮김,노란상상,2022,9.79119E+12,,7,5,108,1,0,2023-03-21
660,필로니모,알리스 브리에르-아케 글;로익 곰 그림;박재연 옮김,노란상상,2022,9.79119E+12,,7,4,108,1,0,2023-03-21
661,필로니모,알리스 브리에르-아케 지음;박재연 옮김;라파엘 엔자리 그림,노란상상,2022,9.79119E+12,,7,3,108,1,0,2023-03-21
662,필로니모,알리스 브리에르-아케 글;라파엘 엔자리 그림;박재연 옮김,노란상상,2022,9.79119E+12,,7,2,108,1,0,2023-03-21
663,필로니모,알리스 브리에르-아케 글;라파엘 엔자리 그림;박재연 옮김,노란상상,2022,9.79119E+12,,7,1,108,1,0,2023-03-21
664,(열두 살 궁그미를 위한) 철학 탐정,스티네 옌선 글;조르진 오버바터르 그림;정유정 옮김,니케주니어,2023,9.789E+12,,7,,104,1,0,2023-03-21
665,(어린이를 위한) 철학의 쓸모,오가와 히토시 글;하야시 유미 그림;고향옥 옮김,길벗스쿨,2023,9.79116E+12,,7,,104,1,0,2023-03-21
666,좋아 싫어 대신 뭐라고 말하지?,송현지 글;순두부 그림,이야기공간,2023,9.7912E+12,,0,,181.7,1,0,2023-03-21
667,"괜찮아, 나탈리",마리아 스크리반 글·그림;김경희 옮김,한빛에듀,2023,9.79117E+12,,7,1,843,1,0,2023-03-21
668,사람이 되는 법,캐서린 뉴먼 글;데비 퐁 그림;김현희 옮김,그레이트 Books(그레이트북스),2022,9.78893E+12,,7,,199.4,1,0,2023-03-21
669,"나의 미래니까, 나답게","조셉 V. 치아로키,루이즈 L. 헤이스 [공]글;지효진 그림;김정은 옮김",픽,2022,9.79119E+12,,7,,199.4,1,0,2023-03-21
670,"오늘 난, 행복을 만나요",리디아 하우엔실트 지음;유영미 옮김,픽,2022,9.79119E+12,,7,,191.6,1,0,2023-03-21
671,진짜 친구는 나를 불편하게 하지 않아,제시카 스피어 글;박지영 그림;조연진 옮김,픽(잇츠북),2022,9.79119E+12,,7,,186,1,0,2023-03-21
672,우리들의 MBTI,조수연 글;소윤 그림,다산어린이,2022,9.79113E+12,,7,3,199.4,1,0,2023-03-21
673,(어린이를 위한) 철학의 쓸모,오가와 히토시 글;하야시 유미 그림;고향옥 옮김,길벗스쿨,2023,9.79116E+12,,7,,104,1,0,2023-03-21
674,너의 감정을 말해 봐,이나 빅토리아 할러 글;리아 레텐 그림;황덕령 옮김,시원주니어,2023,9.79116E+12,,7,,843,1,0,2023-03-21
675,내 안의 걱정 탐험대,바르바라 토바르 글;크리스티나 피카소 그림;김유경 옮김,파란자전거,2022,9.79119E+12,,7,,181.72,1,0,2023-03-21
676,팩토피아,케이트 헤일 글;앤디 스미스 그림;조은영 옮김,시공주니어,2022,9.79117E+12,,7,3,30,1,0,2023-03-21
677,팩토피아,케이트 헤일 글;앤디 스미스 그림;조은영 옮김,시공주니어,2022,9.79117E+12,,7,2,30,1,0,2023-03-21
678,(물음표 많은 어린이를 위한) 미스터리 차일드 클럽,한정희 글;유재영 그림,슬로래빗,2022,9.79119E+12,,7,2,31,1,0,2023-03-21
679,(물음표 많은 어린이를 위한) 미스터리 차일드 클럽,한정희 지음;유재영 그림,슬로래빗,2022,9.79119E+12,,7,1,31,1,0,2023-03-21
680,(서울대 교수와 함께하는) 10대를 위한 교양 수업,"유성호,박여운 [공]글;신병근 그림",아울북,2023,9.78895E+12,,7,1,1.1,1,0,2023-03-21
681,생각이 크는 인문학,장성익 글;이진아 그림,을파소,2023,9.78895E+12,,4,23,1.3,1,0,2023-03-21
682,생각이 크는 인문학,공규택 글;이진아 그림,북이십일,2021,9.78895E+12,,4,22,1.3,1,0,2023-03-21
683,(교과서 토론) 지리,"김민수,김봉식,김태호 [공]지음",이화북스,2022,9.79119E+12,,0,,980,1,0,2023-03-21
684,(교과서 속 70개 핵심 용어로 끝내는) 한국사,정헌경 글;조에스더 그림,주니어김영사,2022,9.78893E+12,,4,,911,1,0,2023-03-21
685,파워풀한 교과서 세계사 토론,박숙현 [외]지음,특별한서재,2022,9.79117E+12,,4,,909,1,0,2023-03-21
686,지리 모르고 뉴스 볼 수 있어?,옥성일 지음,다른,2022,9.79116E+12,,4,,980,1,0,2023-03-21
687,"일상이 고고학, 나 혼자 강원도 여행",황윤 지음,리수,2022,9.79119E+12,,0,,981.1402,1,0,2023-03-21
688,인물로 읽는 세계사 교양 수업 365,사토 마사루 감수;김윤정 옮김,한즈미디어,2022,9.79116E+12,,0,,909,1,0,2023-03-21
689,전쟁으로 보는 서양사,살라흐 앗 딘 글;압둘와헤구루 그림,부커,2022,9.79116E+12,,0,,909,1,0,2023-03-21
690,"일상이 고고학, 나 혼자 분청사기 여행",황윤 지음,책읽는고양이,2023,9.79119E+12,,0,,911.033,1,0,2023-03-21
691,유혹하는 유물들,박찬희 글;임지이 그림,빨간소금,2022,9.79119E+12,,0,,911,1,0,2023-03-21
692,유배도 예술은 막을 수 없어,"신승미,김영선 [공]지음",다른,2022,9.79116E+12,,4,,991.1,1,0,2023-03-21
693,소울트립 교과서 여행,"소울마미,이해수 [공]지음",얼스마미,2022,9.7912E+12,,7,,981.102,1,0,2023-03-21
694,본격 한중일 세계사,굽시니스트 글·그림,위즈덤하우스,2022,9.79117E+12,9.79116E+12,0,15,910,1,0,2023-03-21
695,본격 한중일 세계사,굽시니스트 글·그림,위즈덤하우스,2022,9.79117E+12,9.79116E+12,0,14,910,1,0,2023-03-21
696,교과서가 쉬워지는 한국사여행,"홍수연,홍연주 [공]지음",길벗,2022,9.79114E+12,,1,,981.102,1,0,2023-03-21
697,오스트리아＆부다페스트,조대현 글·사진,해시태그(Hashtag),2023,9.79119E+12,,0,,982.5502,1,0,2023-03-21
698,유령에 홀린 세계사,리사 모튼 지음;박일귀 옮김,탐나는책,2022,9.79119E+12,,0,,909,1,0,2023-03-21
699,여기 어디예요?,이예찬(차니포토)지음,영진미디어,2023,9.79119E+12,,1,,818,1,0,2023-03-21
700,(박시백의) 고려사,박시백 지음,휴머니스트,2023,9.79116E+12,,0,3,911.04,1,0,2023-03-21
701,(박시백의) 고려사,박시백 지음,Humanist(휴머니스트출판그룹),2022,9.79116E+12,9.79116E+12,0,2,911.04,1,0,2023-03-21
702,1등급 상담실,박현숙 지음,북멘토(도서출판),2023,9.78896E+12,,4,,813.7,1,0,2023-03-21
703,#마이 네임,구로카와 유코 지음;고향옥 옮김,양철북,2023,9.78896E+12,,0,,833.6,1,0,2023-03-21
704,고대 이집트 해부도감,곤도 지로 지음;김소영 옮김,더숲,2022,9.79119E+12,,0,,931.102,1,0,2023-03-21
705,Jokes 개가 농담하는 거 봤어?,루이스 새커 글;정재윤 옮김,현북스,2023,9.79116E+12,,4,,843.5,1,0,2023-03-21
706,화월 고서점 요괴 수사록,제리안 지음,이지북,2022,9.78896E+12,,4,,813.7,1,0,2023-03-21
707,푸른 숨,오미경 지음,특별한서재,2023,9.79117E+12,,4,,813.7,1,0,2023-03-21
708,트라우마,김하은 지음,단비청소년,2023,9.78896E+12,,4,,813.7,1,0,2023-03-21
709,크리처스,"곽재식,정은경 [공]지음;안병현 그림",아르테,2022,9.78895E+12,9.78895E+12,4,2,813.7,1,0,2023-03-21
710,크리처스,"곽재식,정은경 [공]지음;안병현 그림",아르테,2022,9.78895E+12,9.78895E+12,4,1,813.7,1,0,2023-03-21
711,친구의 친구,김선영 [외]지음,자음과모음,2023,9.78895E+12,,4,,813.7,1,0,2023-03-21
712,졸업해도 되나요,신미나 [외]지음,창비교육,2022,9.79117E+12,,4,,814.7,1,0,2023-03-21
713,저희는 이 행성을 떠납니다,최정원 지음,비룡소,2023,9.78895E+12,,4,,813.7,1,0,2023-03-21
714,자아 찾기ing,최상아 지음,책폴,2023,9.7912E+12,,4,,813.7,1,0,2023-03-21
715,ㅈㅅㅋㄹ,오하루 지음,선스토리,2022,9.7912E+12,,4,,813.7,1,0,2023-03-21
716,인생당 서점,사이토 다카시 지음;김윤수 옮김,라임,2023,9.79119E+12,,4,,833.6,1,0,2023-03-21
717,이우학교와 친해지는 중입니다,이성근 외 지음,페이지원(도서출판),2023,9.7912E+12,,0,,818,1,0,2023-03-21
718,웃는 버릇,김응 지음,창비교육,2023,9.79117E+12,,4,,811.7,1,0,2023-03-21
719,이 와중에 스무 살,최지연 지음,창비,2022,9.79117E+12,,4,,813.7,1,0,2023-03-21
720,이별에 보내는 편지,브리지드 케머러 지음;이은선 옮김,창비,2022,9.78894E+12,,4,,843.6,1,0,2023-03-21
721,울고 싶은 나는 고양이 가면을 쓴다 |,이와사 마모루 지음;에이치 그림;박지현 옮김,이지북,2023,9.78896E+12,,4,,833.6,1,0,2023-03-21
722,우주의 미아,지슬영 지음,별숲,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
723,우리는 모두 장거리 비행 중이야!,조은정 지음,자음과모음,2023,9.78895E+12,,4,,818,1,0,2023-03-21
724,"우리, 연모",백승남 지음,마음이음,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
725,올 굿 칠드런,캐서린 오스틴 지음;이시내 옮김,시공사,2022,9.79117E+12,,4,,843.6,1,0,2023-03-21
726,오로라 2-241,한수영 지음,바람의아이들,2022,9.79116E+12,,4,,813.7,1,0,2023-03-21
727,열다섯에 곰이라니,추정경 지음,다산책방,2022,9.79113E+12,,4,,813.7,1,0,2023-03-21
728,수학탐정단과 이차방정식의 개념,박기복 지음,행복한나무,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
729,언제든지 스마일,박경희 지음,서해문집,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
730,어쩌다 만난 수학,고정욱 지음,책담,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
731,어른 없는 세계,알바로 콜로메로 지음;김유경 옮김,탐,2023,9.78896E+12,,4,,873,1,0,2023-03-21
732,안개요괴,최미정 글;김정민 그림,틴틴북스(가문비),2023,9.78897E+12,,4,,813.7,1,0,2023-03-21
733,아래층 소녀의 비밀 직업,스테이시 리 지음;부희령 옮김,우리학교,2023,9.79117E+12,,4,,843.6,1,0,2023-03-21
734,실컷 오늘을 살 거야,김미희 지음,우리학교,2023,9.79117E+12,,4,,811.7,1,0,2023-03-21
735,신을 지키는 아이,히로시마 레이코 글;김정화 옮김,꿈꾸다,2023,9.79117E+12,,4,,833.6,1,0,2023-03-21
736,숨겨 둔 말,김현서 지음,창비교육,2022,9.79117E+12,,4,,811.7,1,0,2023-03-21
737,수학탐정단과 삼각비의 개념,박기복 지음,행복한나무,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
738,사건분석관 K,소현수 지음,한국교육방송공사,2022,9.78895E+12,,4,,813.7,1,0,2023-03-21
739,비단옷의 정원사,김상미 지음,다른,2022,9.79116E+12,,4,,813.7,1,0,2023-03-21
740,블랙박스,황지영 지음,우리학교,2022,9.79117E+12,,4,,813.7,1,0,2023-03-21
741,벼랑,이금이 지음,밤티,2022,9.79119E+12,,4,,813.6,1,0,2023-03-21
742,배리 스콰이어스,헤더 스미스 지음;이미정 옮김,베르단디,2023,9.79119E+12,,4,,843.6,1,0,2023-03-21
743,반음,채기성 지음,창비,2022,9.78894E+12,,4,,813.7,1,0,2023-03-21
744,바람의 독서법,김선영 지음,자음과모음,2022,9.78895E+12,,4,,813.7,1,0,2023-03-21
745,미치도록 시끄러운 정적에 관하여,사라 데센 지음;박수현 옮김,바람의아이들,2023,9.79116E+12,,4,,843.6,1,0,2023-03-21
746,모두 열세 명,크리스티나 순토르밧 지음;이승숙 옮김,북극곰,2022,9.79117E+12,,4,,848,1,0,2023-03-21
747,데스타이머,전성현 지음,사계절(사계절출판사),2022,9.79116E+12,,4,,813.7,1,0,2023-03-21
748,드림 레코드,이혜린 지음,다림,2022,9.78896E+12,,4,,813.7,1,0,2023-03-21
749,마법의 고민 상담소,홍기자 지음,찜커뮤니케이션,2022,9.79119E+12,,0,,813.7,1,0,2023-03-21
750,루시의 기억,권요원 지음,별숲,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
751,루쉰을 읽다,김지운 지음,휴머니스트,2022,9.79116E+12,,4,,823.609,1,0,2023-03-21
752,로열 로드에서 만나,"이희영,심너울,전삼혜 [공]지음",위즈덤하우스,2023,9.79117E+12,,4,,813.7,1,0,2023-03-21
753,레아,김혜정 지음,문학과지성사,2022,9.78893E+12,,4,,813.7,1,0,2023-03-21
754,덕분이에요,안희연 [외] 지음,창비교육,2022,9.79117E+12,,4,,818,1,0,2023-03-21
755,대장장이 왕,허교범 지음,위즈덤하우스,2023,9.79117E+12,,4,2,813.7,1,0,2023-03-21
756,담장을 넘은 소녀,김미승 지음,다른,2022,9.79116E+12,,4,,813.7,1,0,2023-03-21
757,달빛소녀와 치유의 숲,박기복 지음,행복한나무,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
758,달빛소녀와 진실의 문,박기복 지음,행복한나무,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
759,달빛소녀와 죽음의 도시,박기복 지음,행복한나무,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
760,노파람이 아르바이트를 그만둔 날,허진희 지음,문학동네,2022,9.78895E+12,,0,,813.7,1,0,2023-03-21
761,녀석의 깃털,윤해연 지음,비룡소,2022,9.78895E+12,,4,,813.7,1,0,2023-03-21
762,네 통의 편지,설흔 지음,나무를심는사람들,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
763,너만 모르는 진실,김하연 지음,특별한서재,2022,9.79117E+12,,4,,813.7,1,0,2023-03-21
764,내일의 생존기,최현주 지음,푸른숲주니어,2023,9.79116E+12,,4,,813.7,1,0,2023-03-21
765,남의 썸 관찰기,청예 지음,다림,2023,9.78896E+12,,4,,813.7,1,0,2023-03-21
766,날짜 지우는 아이,에릭 월터스 글;김선영 옮김,꿈꾸는섬,2023,9.79119E+12,,4,,843.6,1,0,2023-03-21
767,꿈꾸는 학교 ☆ 진로를 부탁해,김애란 지음,행복한나무,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
768,나르치스와 골드문트,헤르만 헤세 지음;진형준 옮김,살림,2023,9.78895E+12,,0,,853,1,0,2023-03-21
769,까칠한 재석이가 폭발했다,고정욱 지음,애플북스,2023,9.79119E+12,,0,,813.7,1,0,2023-03-21
770,까칠한 재석이가 깨달았다,고정욱 지음;마노 그림,애플북스,2023,9.79119E+12,,0,,813.7,1,0,2023-03-21
771,기타 1도 모르는데 4인조 밴드,마스이 준코 지음;이현욱 옮김,뜨인돌,2023,9.78896E+12,,0,,833.6,1,0,2023-03-21
772,"기적이 일어나는 시간, 49",김영리 지음,서해문집,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
773,기억을 넘어 너에게 갈게,양은애 지음,토마토출판사,2022,9.79119E+12,,0,,813.7,1,0,2023-03-21
774,금수저 쟁론기,조정현 지음,봄볕,2023,9.79119E+12,,4,,813.7,1,0,2023-03-21
775,극복하고 싶지 않아,김혜정 [외]지음,마음이음,2022,9.79119E+12,,4,,813.7,1,0,2023-03-21
776,그럼에도 파드되,나윤아 지음,뜨인돌,2023,9.78896E+12,,0,,813.7,1,0,2023-03-21
777,굴뚝 밑 아이들,창신강 지음;마위 그림;백은영 옮김,구름서재(다빈치기프트),2023,9.79119E+12,,4,,823.7,1,0,2023-03-21
778,구미호 식당,박현숙 지음,특별한서재,2022,9.79117E+12,,4,4,813.7,1,0,2023-03-21
779,구미호 식당,박현숙 지음,특별한서재,2022,9.79117E+12,,4,3,813.7,1,0,2023-03-21
780,신춘문예당선소설집,한소은 [외]지음,한국소설가협회,2021,9.79117E+12,,0,2023,813.7082,1,0,2023-03-21
781,2렇게나 2상한 2십대라니,소원 글·그림,와이엘씨,2022,9.78898E+12,,0,,818,1,0,2023-03-21
782,0원으로 사는 삶,박정미 지음,들녘,2022,9.79116E+12,,0,,818,1,0,2023-03-21
783,히어로의 공식,사샤 블랙 지음;정지현 옮김,윌북,2022,9.79116E+12,,0,,802.3,1,0,2023-03-21
784,흰옷을 입은 여인,크리스티앙 보뱅 지음;이창실 옮김,1984Books,2023,9.79119E+12,,0,,864,1,0,2023-03-21
785,헤드라이너,임국영 지음,창비,2023,9.78894E+12,,0,,813.7,1,0,2023-03-21
786,헌책 낙서 수집광,윤성근 지음,이야기장수,2023,9.78895E+12,,0,,818,1,0,2023-03-21
787,토요미스테리,디바제시카 지음;한재홍 일러스트,너와숲,2023,9.79119E+12,,0,,813.7,1,0,2023-03-21
788,태풍의 계절,페르난다 멜초르 지음;엄지영 옮김,을유문화사,2022,9.78893E+12,,0,,873,1,0,2023-03-21
789,타이탄의 세이렌,커트 보니것 지음;강동혁 옮김,문학동네,2022,9.78895E+12,,0,,843.6,1,0,2023-03-21
790,크리스마스 인터내셔널,김원우 지음,아작,2022,9.79117E+12,,0,,813.7,1,0,2023-03-21
791,카피캣 식당,범유진 지음,넥서스,2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
792,총상 입은 밤하늘,오션 브엉 지음;안톤 허 옮김,문학과지성사,2022,9.78893E+12,,0,,841,1,0,2023-03-21
793,일을 잘하고 싶은 너에게,이원흥 지음,다산북스,2022,9.79113E+12,,0,,199.1,1,0,2023-03-21
794,인센디어리스,권오경 지음;김지현 옮김,문학과지성사,2023,9.78893E+12,,0,,843.6,1,0,2023-03-21
795,좋은 날 하자,나태주 지음,샘터사,2023,9.78895E+12,,0,,811.6,1,0,2023-03-21
796,종이학 살인사건,치넨 미키토 지음;권하영 옮김,북플라자,2022,9.79119E+12,,0,,833.6,1,0,2023-03-21
797,제사를 부탁해,박서련 지음;정영롱 만화,문학동네,2023,9.78895E+12,,0,,813.7,1,0,2023-03-21
798,제2한강,권혁일 지음,오렌지디,2023,9.79119E+12,,0,,813.7,1,0,2023-03-21
799,작가의 루틴,김중혁 [외]지음,&(앤드),2023,9.79117E+12,,0,,810.82,1,0,2023-03-21
800,입속의 새,사만타 슈웨블린 지음;엄지영 옮김,창비,2023,9.78894E+12,,0,,873,1,0,2023-03-21
801,인간의 제로는 뼈,마이조 오타로 지음;정민재 옮김,민음사,2022,9.78894E+12,,0,,833.6,1,0,2023-03-21
802,이중 작가 초롱,이미상 지음,문학동네,2022,9.78895E+12,,0,,813.7,1,0,2023-03-21
803,이야기들,"로디 도일 [외] 지음;닐 게이먼,알 사란토니오 [공]엮음;장호연 옮김",문학동네,2022,9.78895E+12,,0,,843.6,1,0,2023-03-21
804,이 다정함이 모여 아주 조금만 더 행복해지길,새벽 세시 지음,FIKA(피카),2023,9.79119E+12,,0,,818,1,0,2023-03-21
805,육왕,이케이도 준 지음;송태욱 옮김,비채,2023,9.78893E+12,,0,,833.6,1,0,2023-03-21
806,우중괴담,미쓰다 신조 지음;현정수 옮김,더난콘텐츠그룹,2022,9.79116E+12,,0,,833.6,1,0,2023-03-21
807,"우유, 피, 열",단시엘 W. 모니즈 지음;박경선 옮김,모모,2023,9.79119E+12,,0,,843.6,1,0,2023-03-21
808,우선 이것부터 먹고,하라다 히카 지음;최고은 옮김,대원씨아이,2022,9.79117E+12,,0,,833.6,1,0,2023-03-21
809,우리의 이름은 별보다 많다,김창규 지음,아작,2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
810,우리는 천천히 오래오래,백신애;최진영 지음,작가정신,2022,9.79116E+12,,0,,813.7,1,0,2023-03-21
811,펀자이씨툰,엄유진 글·그림,문학동네,2022,9.78895E+12,,0,2,818,1,0,2023-03-21
